,N_MLUNG_1,N_MLUNG_2,N_MLUNG_3,N_MLUNG_4,N_MLUNG_5,T_MLUNG_1,T_MLUNG_2,T_MLUNG_3,T_MLUNG_4,T_MLUNG_5,T_MLUNG_6,T_MLUNG_7
EAM214,-0.35564157031791926,-1.4601452545050453,-0.43537261934744853,-0.5357820451826426,0.09391429465905424,1.0379617280560791,-0.3592205201496692,-1.7663442956658324,0.5182186802675738,0.925821299994596,1.3608625350983636,0.9757277670928803
EAM212,0.9011358878008227,0.902075987695595,0.7572065939111005,1.372595985029403,1.039800622279816,-0.8956958430764049,0.20659008554264613,-1.1664352117720362,-1.2617049351083165,0.13880888312952522,-0.8743367734671663,-1.120041281964996
EAM211,1.3008977421240735,0.47997660196416536,1.2227599166750032,1.2803137742414759,1.1653414799498631,-0.8688149777113026,-0.8688149777113026,-0.8688149777113026,-0.8688149777113026,-0.23639964868676075,-0.8688149777113026,-0.8688149777113026
EAM210,0.9160093779287749,0.9147710373411867,0.9583783166041085,1.4220484137567129,1.0603645092818936,-0.7150620817228872,-0.3082671987002199,-1.247690059024323,-1.0538986023567063,0.03094966939978673,-1.1088986150254387,-0.8687047674829166
EAM208,-0.9218106265797393,-1.0500920414225046,-0.35225864711025673,-0.35028011127403486,-1.8739619733787236,1.0751027636598747,-0.04921924965653976,1.6845488743654924,0.8402657794067084,0.11012898269152492,0.14294604343655765,0.7446302058616138
EAM207,-0.7057048215180113,-0.9956460068247572,0.9889229324899318,2.1573611279782265,1.2156718081785416,0.1941316396239111,-0.15060374879398566,-0.9956460068247572,-0.9956460068247572,-0.2743725643641492,0.08591997217324449,-0.5243883252934233
EAM206,-0.4700722148662671,0.07661649340251729,0.9230740566181542,1.926185960738508,1.1375274433771216,0.16862908025361523,-0.10289540467881668,-1.3928186950280668,-1.3677772948090974,-0.17336074017870798,-0.9847312251805551,0.25962254035161536
EAM205,0.7336833704258171,0.07292927883536537,-0.5460857727961451,1.4348080088618032,-0.2935987933723869,0.7530703561990972,-0.37593646236242795,-1.6203528668213538,0.6864703580132449,1.3451717099335854,-1.0852720594788607,-1.1048871274377081
EAM203,2.490600644506849,-0.4614322391679184,-0.4614322391679184,-0.0345999610494406,1.6968894690538259,-0.4614322391679184,-0.4614322391679184,-0.4614322391679184,-0.4614322391679184,-0.4614322391679184,-0.4614322391679184,-0.4614322391679184
EAM200,0.8909271409025266,0.11974708971981148,0.00047107431046292033,0.6581536216255156,1.9132840144243597,-0.910649452033931,-0.910649452033931,-0.910649452033931,-0.7339651806561025,1.378583267094301,-0.910649452033931,-0.5846032192851547
EAM195,2.900817486509114,-0.5902988047358118,-0.5902988047358118,0.6343965430345013,0.17942066320125485,-0.23548884756644145,-0.003845876783760953,-0.5902988047358118,-0.5902988047358118,0.06649286002020416,-0.5902988047358118,-0.5902988047358118
EAM194,2.6407595972342905,-0.49524662980831907,-0.49524662980831907,0.6173674083712309,1.1990926626693603,-0.49524662980831907,-0.49524662980831907,-0.49524662980831907,-0.49524662980831907,-0.49524662980831907,-0.49524662980831907,-0.49524662980831907
EAM193,-1.573995125161426,-0.7669835959966047,-0.40546178952816503,0.9196342025877515,-1.467764821922041,1.5470947408559328,0.7282260707828404,1.2010598123084957,-0.27237143239453665,0.19175094030055684,0.3284710344469207,-0.4296600362797334
EAM190,0.42743454808279113,0.5820249333551123,0.9986912580362998,1.5383808473330558,0.6803648730957744,-0.27431926190657824,0.5197757514992729,-1.6322954897853872,-1.1835703447487433,0.27559768112320737,-0.5796647748013348,-1.3524200212834614
